alpha,fifo,100,3,2300,1200,1100
alpha,fifo,100,4,2300,1200,1100
alpha,fifo,100,5,2300,1200,1100
alpha,fifo,100,6,2300,1200,1100
alpha,fifo,100,7,2300,1200,1100
alpha,fifo,100,8,2300,1200,1100
alpha,fifo,100,9,509,300,209
alpha,fifo,100,10,509,300,209
alpha,fifo,100,11,509,300,209
alpha,fifo,100,12,509,300,209
alpha,fifo,100,13,509,300,209
alpha,fifo,100,14,509,300,209
alpha,fifo,100,15,509,300,209
alpha,fifo,100,16,509,300,209
alpha,fifo,100,17,509,300,209
alpha,fifo,100,18,509,300,209
alpha,fifo,100,19,509,300,209
alpha,fifo,100,20,509,300,209
alpha,fifo,100,21,509,300,209
alpha,fifo,100,22,509,300,209
alpha,fifo,100,23,509,300,209
alpha,fifo,100,24,509,300,209
alpha,fifo,100,25,509,300,209
alpha,fifo,100,26,509,300,209
alpha,fifo,100,27,509,300,209
alpha,fifo,100,28,509,300,209
alpha,fifo,100,29,509,300,209
alpha,fifo,100,30,509,300,209
alpha,fifo,100,31,509,300,209
alpha,fifo,100,32,509,300,209
alpha,fifo,100,33,509,300,209
alpha,fifo,100,34,509,300,209
alpha,fifo,100,35,509,300,209
alpha,fifo,100,36,509,300,209
alpha,fifo,100,37,509,300,209
alpha,fifo,100,38,509,300,209
alpha,fifo,100,39,509,300,209
alpha,fifo,100,40,509,300,209
alpha,fifo,100,41,509,300,209
alpha,fifo,100,42,509,300,209
alpha,fifo,100,43,509,300,209
alpha,fifo,100,44,509,300,209
alpha,fifo,100,45,509,300,209
alpha,fifo,100,46,509,300,209
alpha,fifo,100,47,509,300,209
alpha,fifo,100,48,509,300,209
alpha,fifo,100,49,509,300,209
alpha,fifo,100,50,509,300,209
alpha,fifo,100,51,509,300,209
alpha,fifo,100,52,509,300,209
alpha,fifo,100,53,509,300,209
alpha,fifo,100,54,509,300,209
alpha,fifo,100,55,509,300,209
alpha,fifo,100,56,509,300,209
alpha,fifo,100,57,509,300,209
alpha,fifo,100,58,509,300,209
alpha,fifo,100,59,509,300,209
alpha,fifo,100,60,509,300,209
alpha,fifo,100,61,509,300,209
alpha,fifo,100,62,509,300,209
alpha,fifo,100,63,509,300,209
alpha,fifo,100,64,509,300,209
alpha,fifo,100,65,509,300,209
alpha,fifo,100,66,509,300,209
alpha,fifo,100,67,509,300,209
alpha,fifo,100,68,509,300,209
alpha,fifo,100,69,509,300,209
alpha,fifo,100,70,509,300,209
alpha,fifo,100,71,509,300,209
alpha,fifo,100,72,509,300,209
alpha,fifo,100,73,509,300,209
alpha,fifo,100,74,509,300,209
alpha,fifo,100,75,509,300,209
alpha,fifo,100,76,509,300,209
alpha,fifo,100,77,509,300,209
alpha,fifo,100,78,509,300,209
alpha,fifo,100,79,509,300,209
alpha,fifo,100,80,509,300,209
alpha,fifo,100,81,509,300,209
alpha,fifo,100,82,509,300,209
alpha,fifo,100,83,509,300,209
alpha,fifo,100,84,509,300,209
alpha,fifo,100,85,509,300,209
alpha,fifo,100,86,509,300,209
alpha,fifo,100,87,509,300,209
alpha,fifo,100,88,509,300,209
alpha,fifo,100,89,509,300,209
alpha,fifo,100,90,509,300,209
alpha,fifo,100,91,509,300,209
alpha,fifo,100,92,509,300,208
alpha,fifo,100,93,509,300,207
alpha,fifo,100,94,509,300,206
alpha,fifo,100,95,509,300,205
alpha,fifo,100,96,509,300,204
alpha,fifo,100,97,509,300,203
alpha,fifo,100,98,509,300,202
alpha,fifo,100,99,509,300,201
